index;Heure;Minute;Seconde;D_Lat;D_Lon;Quality;X;Y;perX;perY;pixX;pixY;Ah;V;A;S;D;Deg;RPM
7675;11;25;6;43,7723583333333;-0,0420298333333333;1;-3374,84788552349;4867264,17393434;0,683046155545526;0,224459190942095;640,697293901703;186,525587672881;0,2725;33,1;0,21;32,99;1,1754;21,7;0
7685;11;25;7;43,772302;-0,0419488333333333;1;-3368,34387023132;4867257,90995347;0,685914729790947;0,230795186142924;643,388016543908;191,79079968477;0,2726;33,1;0,21;32,94;1,1848;21,7;0
7695;11;25;8;43,7722448333333;-0,0418681666666667;1;-3361,86662043418;4867251,55331016;0,688771499204082;0,237224909085177;646,067666253429;197,133899449782;0,2726;33,1;0,21;32,94;1,1941;21,7;0
7705;11;25;9;43,7721878333333;-0,0417876666666667;1;-3355,40275338455;4867245,21519935;0,691622366201075;0,243635886476885;648,741779496609;202,461421662291;0,2727;33,11;0,21;32,89;1,2034;21,7;0
7715;11;25;10;43,772131;-0,041707;1;-3348,92550358741;4867238,89562102;0,694479135614211;0,250028118321815;651,42142920613;207,773366325428;0,2727;33,12;0,21;32,75;1,2126;21,7;0
7725;11;25;11;43,7720745;-0,0416261666666667;1;-3342,43487104275;4867232,61310766;0,697341807443489;0,256382859071306;654,106615381993;213,054155888255;0,2728;33,12;0,21;32,7;1,2219;21,7;0
7735;11;25;12;43,7720186666667;-0,0415441666666667;1;-3335,85055926549;4867226,40472426;0,700245796185767;0,262662617628034;656,830556822249;218,272635248896;0,2728;33,12;0,21;32,6;1,2311;21,7;0
7745;11;25;13;43,7719628333333;-0,0414621666666667;1;-3329,26624748823;4867220,19634085;0,703149784928046;0,268942376185704;659,554498262507;223,49111461032;0,2729;33,13;0,21;32,6;1,239;21,7;0
7755;11;25;14;43,7719068333333;-0,0413803333333333;1;-3322,69531845849;4867213,96942496;0,706047871254181;0,275240880290152;662,272903236422;228,725171521116;0,273;33,13;0,21;32,6;1,2482;21,7;0
7765;11;25;15;43,7718511666667;-0,0412995;1;-3316,20468591383;4867207,77957404;0,708910543083459;0,281501893301045;664,958089412285;233,928073333168;0,273;33,14;0,21;32,5;1,2574;21,7;0
7775;11;25;16;43,771795;-0,0412181666666667;1;-3309,67390512663;4867201,53412566;0,711790922161166;0,287819142955096;667,659884987174;239,177707795685;0,2731;33,13;0,21;32,46;1,2666;21,7;0
7785;11;25;17;43,771739;-0,0411386666666667;1;-3303,29033456209;4867195,30720977;0,714606374661302;0,294117647059544;670,300779432301;244,411764706481;0,2731;33,13;0,21;32,36;1,2758;21,7;0
7795;11;25;18;43,7716826666667;-0,04106;1;-3296,97367773513;4867189,0432289;0,717392315080723;0,300453642260373;672,913991545718;249,67697671837;0,2732;33,15;0,21;32,32;1,2849;21,7;0
7805;11;25;19;43,7716256666667;-0,0409825;1;-3290,75070014077;4867182,70511808;0,720136938587145;0,306864619653965;675,488448394742;255,004498932445;0,2732;33,15;0,21;32,27;1,2941;21,7;0
7815;11;25;20;43,7715678333333;-0,040906;1;-3284,6080190315;4867176,27434483;0,72284614759671;0,313369324785213;678,029686445714;260,409908896512;0,2733;33,16;0,21;32,22;1,3032;21,7;0
7825;11;25;21;43,7715105;-0,0408271666666667;1;-3278,27797945702;4867169,89916903;0,725637990432274;0,319817793275186;680,648435025473;265,768586211679;0,2733;33,16;0,21;32,17;1,311;21,7;0
7835;11;25;22;43,7714521666667;-0,040752;1;-3272,24236032786;4867163,41279831;0,728299980112695;0,326378735049592;683,145381345708;271,220728826211;0,2734;33,16;0,21;32,18;1,3201;21,7;0
7845;11;25;23;43,7713943333333;-0,0406755;1;-3266,09967921859;4867156,98202505;0,73100918912226;0,332883440182724;685,68661939668;276,626138791844;0,2735;33,17;0,21;32,18;1,3292;21,7;0
7855;11;25;24;43,771337;-0,0405986666666667;1;-3259,93023261429;4867150,60684926;0,73373020296411;0,339331908671755;688,238930380336;281,984816106228;0,2735;33,18;0,21;32,22;1,3383;21,7;0
7865;11;25;25;43,7712801666667;-0,04052;1;-3253,61357578732;4867144,28727093;0,736516143383532;0,345724140516685;690,852142493753;287,296760769365;0,2736;33,17;0,21;32,22;1,3474;21,7;0
7875;11;25;26;43,7712223333333;-0,0404428333333333;1;-3247,41736368799;4867137,85649767;0,739248962057668;0,352228845649817;693,415526410092;292,702170734998;0,2736;33,15;0,21;32,27;1,3565;21,7;0
7885;11;25;27;43,771164;-0,0403653333333333;1;-3241,19438609363;4867131,37012695;0,741993585564089;0,358789787426108;695,989983259115;298,154313351095;0,2737;33,14;0,21;32,22;1,3656;21,7;0
7895;11;25;28;43,771106;-0,040289;1;-3235,06508773187;4867124,9208212;0,744696892157511;0,365313238106017;698,525684843745;303,5753008661;0,2737;33,14;0,21;32,17;1,3747;21,7;0
7905;11;25;29;43,7710481666667;-0,0402128333333333;1;-3228,94917211763;4867118,49004795;0,74739429633479;0,371817943239149;701,055849962033;308,980710831733;0,2738;33,13;0,21;32,13;1,3825;21,7;0
7915;11;25;30;43,7709905;-0,0401351666666667;1;-3222,71281177575;4867112,07780718;0,750144822257354;0,378303902822677;703,635843277398;314,370543245645;0,2738;33,13;0,21;32,08;1,3916;21,7;0
7925;11;25;31;43,7709331666667;-0,040055;1;-3216,27571022115;4867105,70263138;0,752983884422061;0,38475237131265;706,298883587893;319,729220560812;0,2739;33,14;0,21;32,03;1,4007;21,7;0
7935;11;25;32;43,770876;-0,0399768333333333;1;-3209,99920163674;4867099,34598808;0,755752117593054;0,391182094253019;708,895486302284;325,072320324259;0,274;33,14;0,21;31,99;1,4097;21,7;0
7945;11;25;33;43,7708161666667;-0,0399043333333333;1;-3204,17770646782;4867092,69282497;0,75831966861519;0,397911745959729;711,303849161048;330,664660892535;0,274;33,14;0,2;31,99;1,4188;21,7;0
7955;11;25;34;43,770753;-0,0398385;1;-3198,89152119949;4867085,6690121;0,760651122991613;0,405016308627425;713,490753366133;336,56855246939;0,2741;33,13;0,21;31,9;1,4278;21,7;0
7965;11;25;35;43,7706845;-0,0397825;1;-3194,39491803453;4867078,05215962;0,762634334815608;0,41272072882686;715,35100605704;342,97092565512;0,2741;33,13;0,2;31,94;1,4368;21,7;0
7975;11;25;36;43,7706098333333;-0,039745;1;-3191,38379984371;4867069,7496051;0,763962378447747;0,421118734301341;716,596710983987;349,949668204414;0,2742;33,13;0,2;31,99;1,4458;21,7;0
7985;11;25;37;43,7705331666667;-0,0397336666666667;1;-3190,47377301271;4867061,22466073;0,76436374274546;0,4297416863494;716,973190695242;357,115341356351;0,2742;33,14;0,21;31,76;1,4536;21,7;0
7995;11;25;38;43,7704618333333;-0,03976;1;-3192,58824712004;4867053,29275596;0,763431160994891;0,437764780863836;716,098429013208;363,782532897848;0,2743;33,16;0,21;30,92;1,4625;21,7;0
8005;11;25;39;43,770403;-0,0398146666666667;1;-3196,97778830488;4867046,75078777;0,761495168500039;0,44438195928517;714,282468053037;369,281408165976;0,2743;33,17;0,21;30,12;1,4711;21,7;0
8015;11;25;40;43,7703621666667;-0,0398893333333333;1;-3202,97325919149;4867042,21032827;0,758850886068046;0,448974618528291;711,802131131827;373,097907997009;0,2744;33,19;0,21;29,48;1,4795;21,7;0
8025;11;25;41;43,7703415;-0,0399728333333333;1;-3209,67801569638;4867039,91229978;0,755893775580482;0,451299066472844;709,028361494492;375,029524238933;0,2744;33,2;0,21;28,97;1,4878;21,7;0
8035;11;25;42;43,7703403333333;-0,0400663333333333;1;-3217,18573705216;4867039,78257237;0,752582520124348;0,451430285307823;705,922403876638;375,138567090801;0,2745;33,21;0,21;28,53;1,4959;21,7;0
8045;11;25;43;43,7703536666667;-0,0401531666666667;1;-3224,15814850735;4867041,26517139;0,749507361313927;0,449930641472354;703,037904912463;373,892363063526;0,2746;33,21;0,21;27,84;1,5039;21,7;0
8055;11;25;44;43,7703811666667;-0,040238;1;-3230,96996699236;4867044,32303188;0,74650303149722;0,44683762606376;700,219843544393;371,322067258985;0,2746;33,2;0,21;27,74;1,5118;21,7;0
8065;11;25;45;43,7704153333333;-0,0403155;1;-3237,19294458672;4867048,12219187;0,743758407990799;0,442994788737903;697,645386695369;368,128669441197;0,2747;33,2;0,21;27,46;1,5185;21,7;0
8075;11;25;46;43,7704683333333;-0,0403736666666667;1;-3241,86352346937;4867054,01552298;0,741698464756947;0,437033704495234;695,713159942016;363,17500843554;0,2747;33,21;0,21;27,09;1,5262;21,7;0
8085;11;25;47;43,7705263333333;-0,0404178333333333;1;-3245,40995156078;4867060,46482873;0,740134324479094;0,430510253815325;694,24599636139;357,754020920535;0,2748;33,21;0,21;26,6;1,5338;21,7;0
8095;11;25;48;43,7705836666667;-0,0404606666666667;1;-3248,84931767207;4867066,84000452;0,738617403530383;0,424061785327236;692,8231245115;352,395343606933;0,2748;33,2;0,21;26,16;1,5412;21,7;0
8105;11;25;49;43,7706465;-0,040513;1;-3253,0515003917;4867073,82675241;0,736764044861531;0,416994713755921;691,084674080116;346,52260713117;0,2749;33,2;0,21;25,89;1,5486;21,7;0
8115;11;25;50;43,7707071666667;-0,0405745;1;-3257,98973422465;4867080,57257796;0,734586053304822;0,410171334307787;689,041717999923;340,852378809771;0,2749;33,2;0,21;25,41;1,5559;21,7;0
8125;11;25;51;43,7707635;-0,0406283333333333;1;-3262,31236167191;4867086,83655883;0,732679572890684;0,403835339106958;687,253439371462;335,587166797882;0,275;33,21;0,21;25,07;1,563;21,7;0
8135;11;25;52;43,77082;-0,0406793333333333;1;-3266,40748241143;4867093,11907218;0,730873433550975;0,397480598358409;685,559280670814;330,306377235838;0,275;33,2;0,2;24,68;1,57;21,7;0
8145;11;25;53;43,7708725;-0,0407306666666667;1;-3270,52936864597;4867098,95680583;0,729055489378979;0,391575750759842;683,854049037483;325,399448881429;0,2751;33,2;0,21;24,22;1,5759;21,7;0
8155;11;25;54;43,7709241666667;-0,0407808333333333;1;-3274,55757564791;4867104,70187704;0,727278862119984;0,385764630900814;682,187572668545;320,570408278577;0,2752;33,21;0,21;23,85;1,5827;21,7;0
8165;11;25;55;43,7709758333333;-0,0408306666666667;1;-3278,55901715483;4867110,44694825;0,725514039693274;0,379953511041787;680,532169232291;315,741367675725;0,2752;33,21;0,21;23,45;1,5894;21,7;0
8175;11;25;56;43,7710261666667;-0,0408778333333333;1;-3282,3463347015;4867116,04375956;0,72384365592485;0,374292355566401;678,965349257509;311,036947475679;0,2753;33,21;0,21;23,03;1,596;21,7;0
8185;11;25;57;43,7710743333333;-0,0409255;1;-3286,17380049072;4867121,39964853;0,722155564907997;0,368874892213254;677,381919883701;306,535035429214;0,2753;33,21;0,21;22,63;1,6024;21,7;0
8195;11;25;58;43,7711215;-0,0409731666666667;1;-3290,00126627994;4867126,64434257;0,720467473891144;0,363569902148309;675,798490509893;302,126588685245;0,2754;33,21;0,21;22,25;1,6088;21,7;0
8205;11;25;59;43,7711661666667;-0,0410208333333333;1;-3293,82873206916;4867131,61104929;0,718779382874291;0,358546095302926;674,215061136085;297,951805196732;0,2754;33,2;0,21;21,87;1,615;21,7;0
8215;11;26;0;43,7712118333333;-0,0410665;1;-3297,4956048882;4867136,68895094;0,717162120851153;0,353409815169342;672,698069358381;293,683556405723;0,2755;33,21;0,21;21,43;1,6211;21,6;0
8225;11;26;1;43,7712565;-0,0411113333333333;1;-3301,09556396967;4867141,65565766;0,715574370908728;0,348386008323017;671,208759912387;289,508772916427;0,2755;33,21;0,2;21,02;1,6263;21,7;0
8235;11;26;2;43,7713008333333;-0,0411548333333333;1;-3304,58846107103;4867146,58529941;0,714033840295446;0,343399692573074;669,763742197129;285,365144528225;0,2756;33,21;0,2;20,67;1,6322;21,7;0
8245;11;26;3;43,7713423333333;-0,0411983333333333;1;-3308,08135817238;4867151,19988887;0,712493309682165;0,338732051137191;668,31872448187;281,486334495005;0,2757;33,21;0,2;20,18;1,638;21,7;0
8255;11;26;4;43,7713841666667;-0,04124;1;-3311,42704505107;4867155,8515433;0,711017705646454;0,33402691860681;666,934607896373;277,576369362259;0,2757;33,21;0,2;19,8;1,6436;21,7;0
8265;11;26;5;43,771425;-0,0412826666666667;1;-3314,85302841484;4867160,3920028;0,709506687113886;0,329434259363689;665,517272512825;273,759869531226;0,2758;33,21;0,21;20,18;1,6492;21,7;0
8275;11;26;6;43,7714678333333;-0,0413275;1;-3318,45298749631;4867165,15485216;0,707918937171462;0,324616653546048;664,027963066831;269,756439096766;0,2792;32,55;14,11;21,51;1,6551;21,9;0
8285;11;26;7;43,7715115;-0,0413765;1;-3322,38751526565;4867170,01036396;0,706183626825466;0,319705319986042;662,400241962288;265,675120908401;0,2833;32,41;18,36;22,47;1,6613;22;0
8295;11;26;8;43,7715565;-0,041429;1;-3326,6030807328;4867175,01413566;0,704324365740471;0,314644022044278;660,656255064562;261,469182318795;0,2886;32,31;19,08;24,01;1,6679;22,2;0
8305;11;26;7;43,7716025;-0,041486;1;-3331,17998038284;4867180,12910228;0,702305739419619;0,309470250815254;658,762783575603;257,169778427476;0,2941;32,23;20,34;25,07;1,6738;22,1;0
8315;11;26;8;43,7716508333333;-0,0415448333333333;1;-3335,90409025555;4867185,50352374;0,700222186521195;0,304034041916272;656,808410956881;252,652288832422;0,2998;32,13;20,93;26,45;1,6811;22,2;0
8325;11;26;9;43,771702;-0,0416083333333333;1;-3341,00291705867;4867191,19299748;0,697973365970773;0,298279158700403;654,699017280585;247,869980880035;0,3058;32,13;20,93;27,43;1,6887;22,2;0
8335;11;26;10;43,7717535;-0,0416765;1;-3346,47646079221;4867196,91953621;0,695559277768351;0,292486784388154;652,434602546713;243,056517826556;0,3119;32,06;21,86;28,67;1,6966;22,1;0
8345;11;26;11;43,7718063333333;-0,0417475;1;-3352,17751123349;4867202,79433483;0,6930448484915;0,286544445695089;650,076067885027;238,118434372619;0,3178;32,12;20,7;29,32;1,7049;22,1;0
8355;11;26;12;43,7718571666667;-0,0418206666666667;1;-3358,05253739247;4867208,4467436;0,690453687804792;0,280827053575602;647,645559160895;233,367281521325;0,3212;32,62;8,42;28,94;1,7131;22;0
8365;11;26;13;43,7719068333333;-0,0418931666666667;1;-3363,87403256139;4867213,96942496;0,687886136782656;0,275240880290152;645,237196302131;228,725171521116;0,3222;32,97;0,21;28,6;1,7213;21,8;0
8375;11;26;14;43,7719565;-0,0419651666666667;1;-3369,65537948777;4867219,49210632;0,685336293008948;0,269654707007528;642,845442842393;224,083061523256;0,3223;33,02;0,21;28,13;1,7293;21,8;0
8385;11;26;15;43,7720038333333;-0,0420375;1;-3375,46349190917;4867224,75533284;0,682774644402955;0,264330971394864;640,442616449972;219,659037229132;0,3224;33,05;0,21;27,74;1,7361;21,8;0
8395;11;26;16;43,7720515;-0,0421086666666667;1;-3381,17792509797;4867230,05562435;0,680254312709961;0,258969744684875;638,078545321943;215,203857833132;0,3224;33,05;0,21;27,29;1,7439;21,8;0
8405;11;26;17;43,7720965;-0,0421803333333333;1;-3386,93250652932;4867235,05939605;0,677716273768539;0,253908446744054;635,69786479489;210,997919244309;0,3225;33,06;0,21;26,9;1,7515;21,8;0
8415;11;26;18;43,7721408333333;-0,0422506666666667;1;-3392,58002598054;4867239,98903779;0,67522545415626;0,248922130995052;633,361475998572;206,854290856889;0,3225;33,07;0,21;26,35;1,7591;21,8;0
8425;11;26;19;43,772183;-0,0423211666666667;1;-3398,24092817928;4867244,6777572;0,672728732127838;0,24417950736829;631,019550735912;202,913170623049;0,3226;33,08;0,21;25,74;1,7664;21,8;0
8435;11;26;20;43,772224;-0,04239;1;-3403,76800290288;4867249,23674919;0,670291034260844;0,239568102576508;628,732990136671;199,081093241078;0,3226;33,08;0,21;25,27;1,7736;21,8;0
8445;11;26;21;43,7722623333333;-0,0424586666666667;1;-3409,28169487896;4867253,49922138;0,667859238809993;0,235256626552007;626,451966003773;195,498256664718;0,3227;33,08;0,21;24,68;1,7807;21,8;0
8455;11;26;22;43,7722975;-0,042528;1;-3414,84891784509;4867257,4095763;0,665403833694571;0,231301315937948;624,148796005508;192,211393544435;0,3227;33,08;0,21;23,98;1,7876;21,8;0
8465;11;26;23;43,7723291666667;-0,0425976666666667;1;-3420,44290630626;4867260,93074898;0,662936623746863;0,227739661831653;621,834553074557;189,251658982104;0,3228;33,08;0,21;23,37;1,7933;21,8;0
8475;11;26;24;43,7723561666667;-0,042668;1;-3426,09042575749;4867263,933012;0,660445804134583;0,224702883065276;619,498164278239;186,728095827244;0,3229;33,08;0,21;22,68;1,7998;21,8;0
8485;11;26;25;43,772379;-0,0427391666666667;1;-3431,80485894629;4867266,47196282;0,65792547244159;0,222134742999426;617,134093150211;184,593971432523;0,3229;33,09;0,21;21,87;1,8062;21,8;0
8495;11;26;26;43,772397;-0,0428106666666667;1;-3437,54605763012;4867268,4734715;0,655393335916311;0,220110223822155;614,758949089499;182,911595996211;0,323;33,09;0,21;21,2;1,8122;21,8;0
8505;11;26;27;43,772408;-0,0428813333333333;1;-3443,22034257638;4867269,6966157;0,652890711471746;0,218873017658529;612,411487360498;181,883477674238;0,323;33,09;0,21;20,21;1,8181;21,8;0
8515;11;26;28;43,7724128333333;-0,04295;1;-3448,73403455246;4867270,23405784;0,650458916020895;0,218329396768066;610,130463227599;181,431728714263;0,3231;33,09;0,21;19,25;1,8237;21,8;0
8525;11;26;29;43,7724118333333;-0,0430171666666667;1;-3454,1272818009;4867270,12286292;0,64808024231533;0,218441870055326;607,899267291779;181,525194015976;0,3234;32,76;7,23;19,25;1,8291;22;0
8535;11;26;30;43,7724053333333;-0,0430853333333333;1;-3459,60082553444;4867269,40009589;0,645666154112907;0,219172946425811;605,634852557907;182,132718479849;0,3255;32,76;7,23;20,09;1,8347;22;0
8545;11;26;31;43,772391;-0,0431558333333333;1;-3465,26172773318;4867267,80630194;0,643169432084485;0,22078506354854;603,292927295247;183,472387808837;0,3306;32,35;18,03;21,12;1,8397;22,3;0
8555;11;26;32;43,7723746666667;-0,0432283333333333;1;-3471,0832229021;4867265,99011814;0,640601881062349;0,222622127245789;600,884564436483;184,99898774125;0,3357;32,23;18,21;22,05;1,8457;22,2;0
8565;11;26;33;43,7723563333333;-0,0433018333333333;1;-3476,9850145561;4867263,95154449;0,637998915543355;0,224684137518499;598,442982779667;186,712518277872;0,341;32,13;19,14;22,89;1,8521;22,4;0
8575;11;26;34;43,7723345;-0,043378;1;-3483,10093017035;4867261,52378859;0,635301511366076;0,227139804297089;595,91281766138;188,753177370881;0,3466;32,13;20,02;23,75;1,8587;22,4;0
8585;11;26;35;43,77231;-0,0434563333333333;1;-3489,39082150228;4867258,79951288;0,632527375778941;0,229895399843903;593,310678480646;191,043077270284;0,3522;32,14;20,04;24,54;1,8655;22,4;0
8595;11;26;36;43,7722836666667;-0,0435363333333333;1;-3495,81454030936;4867255,87137982;0,629694216030377;0,232857196415634;590,653174636493;193,504330221392;0,358;32,01;21,05;25,53;1,8726;22,5;0
8605;11;26;37;43,7722555;-0,0436188333333333;1;-3502,43900032917;4867252,73938938;0,62677252003967;0,236025194016991;587,91262379721;196,136936228119;0,3631;31,99;21,78;26,51;1,88;22,5;0
8615;11;26;38;43,7722268333333;-0,0437036666666667;1;-3509,25081881418;4867249,55180149;0,623768190222963;0,239249428261506;585,094562429139;198,816274885312;0,3692;31,99;21,78;27,26;1,8876;22,5;0
8625;11;26;39;43,7721966666667;-0,0437915;1;-3516,30352675446;4867246,1974212;0,620657616915685;0,242642372437382;582,176844666913;201,635811495465;0,3755;31,9;22,17;28,13;1,8943;22,5;0
8635;11;26;40;43,7721686666667;-0,0438821666666667;1;-3523,58374140248;4867243,08396325;0,617446702533979;0,245791624489135;579,165006976873;204,252839950471;0,3817;31,94;22,02;28,82;1,9023;22,4;0
8645;11;26;41;43,7721391666667;-0,043975;1;-3531,0379317682;4867239,80371292;0,614159056742416;0,249109586473191;576,081195224387;207,010066359222;0,3874;32,06;18,67;29,32;1,9105;22,3;0
8655;11;26;42;43,772111;-0,0440671666666667;1;-3538,43859114386;4867236,67172248;0,610895020615425;0,252277584073605;573,019529337269;209,642672365166;0,391;32,64;5,09;28,49;1,9187;22,1;0
8665;11;26;43;43,7720858333333;-0,0441585;1;-3545,77233678195;4867233,87331683;0,607660496569147;0,255108161811298;569,98554578186;211,994882465189;0,3921;32,91;0,21;27,91;1,9266;21,9;0
8675;11;26;44;43,772064;-0,044249;1;-3553,03916868246;4867231,44556093;0,604455484603584;0,257563828590831;566,979244558162;214,03554155898;0,3921;32,92;0,2;27,5;1,9345;21,9;0
8685;11;26;45;43,7720473333333;-0,0443398333333333;1;-3560,332766078;4867229,59231215;0,601238667805735;0,25943838338446;563,961870401779;215,593296592487;0,3922;32,92;0,2;27,26;1,9422;21,9;0
8695;11;26;46;43,7720376666667;-0,044432;1;-3567,73342545366;4867228,51742786;0,597974631678744;0,260525625164445;560,900204514661;216,496794511654;0,3922;32,93;0,21;27,03;1,9499;22;0
8705;11;26;47;43,7720351666667;-0,0445238333333333;1;-3575,10731933429;4867228,23944055;0,594722400384037;0,260806808383066;557,849611560227;216,730457766328;0,3923;32,94;0,21;26,64;1,9564;21,9;0
8715;11;26;48;43,7720403333333;-0,0446133333333333;1;-3582,29385474971;4867228,81394767;0,591552802915331;0,260225696397163;554,876529134581;216,247553706043;0,3923;32,94;0,21;26,13;1,9639;21,9;0
8725;11;26;49;43,7720545;-0,0446981666666667;1;-3589,10567323472;4867230,38920913;0,588548473098625;0,258632324823096;552,05846776651;214,923461927993;0,3924;32,94;0,21;25,21;1,9711;21,9;0
8735;11;26;50;43,7720768333333;-0,044777;1;-3595,4357128092;4867232,87256249;0,585756630263061;0,256120421399463;549,439719186751;212,836070182954;0,3925;32,95;0,21;24,43;1,9781;22;0
8745;11;26;51;43,7721051666667;-0,0448481666666667;1;-3601,150145998;4867236,02308541;0,583236298570067;0,252933678251329;547,075648058723;210,187886626854;0,3925;32,96;0,21;23,65;1,9849;21,9;0
8755;11;26;52;43,7721398333333;-0,0449106666666667;1;-3606,16867631604;4867239,87784287;0,581022892516501;0,24903460428137;544,999473180478;206,947756157819;0,3926;32,96;0,21;22,82;1,9915;21,9;0
8765;11;26;53;43,7721793333333;-0,044964;1;-3610,45115552076;4867244,27004247;0,579134119350792;0,24459190942189;543,227803951043;203,255876729591;0,3926;32,97;0,21;22,13;1,9978;21,9;0
8775;11;26;54;43,7722228333333;-0,0450083333333333;1;-3614,01096635968;4867249,10702178;0,577564076656796;0,239699321411487;541,755103904074;199,190136092946;0,3927;32,97;0,21;21,57;2,004;21,9;0
8785;11;26;55;43,772267;-0,0450481666666667;1;-3617,20944301571;4867254,01813104;0,576153399198656;0,234731751209264;540,43188844834;195,062085254898;0,3927;32,98;0,21;21,14;2,0092;22;0
8795;11;26;56;43,7723111666667;-0,0450863333333333;1;-3620,27409219659;4867258,9292403;0,574801745901946;0,22976418100704;539,164037656025;190,93403441685;0,3928;32,99;0,21;20,76;2,0151;22;0
8805;11;26;57;43,7723551666667;-0,0451241666666667;1;-3623,31197588244;4867263,82181707;0,57346189743752;0,224815356352536;537,907259796394;186,821561128957;0,3928;33,01;0,21;20,44;2,0209;22;0
8815;11;26;58;43,7723976666667;-0,0451631666666667;1;-3626,44353880089;4867268,54760145;0,572080732060095;0,220035241630335;536,61172667237;182,849285794808;0,3929;33,02;0,21;19,99;2,0266;22;0
8825;11;26;59;43,7724406666667;-0,0451988333333333;1;-3629,30744676905;4867273,3289833;0,570817615005527;0,215198890264032;535,426922875184;178,830277809411;0,393;33,02;0,21;19,64;2,0322;22;0
8835;11;27;0;43,772481;-0,0452375;1;-3632,41224419247;4867277,81384534;0,569448254460388;0,210662467665012;534,142462683844;175,060510629625;0,393;33,04;0,21;19,16;2,0377;22;0
8845;11;27;1;43,7725213333333;-0,0452758333333333;1;-3635,49027612087;4867282,29870738;0,568090698747535;0,20612604506505;532,869075425188;171,290743449057;0,3931;33,05;0,21;18,85;2,0431;22;0
8855;11;27;2;43,772561;-0,0453125;1;-3638,43448057411;4867286,70943947;0,566792167196109;0,201664604655967;531,65105282995;167,583286469109;0,3931;33,06;0,2;18,55;2,0484;22;0
8865;11;27;3;43,7726;-0,0453476666666667;1;-3641,25824029973;4867291,04604161;0,56554675738997;0,19727814644153;530,482858431792;163,938139692911;0,3932;33,06;0,21;18,25;2,0528;21,9;0
8875;11;27;4;43,7726388333333;-0,0453811666666667;1;-3643,94817255019;4867295,36411126;0,564360371745258;0,192910433772929;529,370028697052;160,308570465304;0,3932;33,07;0,21;17,95;2,058;21,9;0
8885;11;27;5;43,7726781666667;-0,0454135;1;-3646,54442556805;4867299,73777838;0,563215303013547;0,188486484460227;528,295954226707;156,632268586448;0,3933;33,06;0,21;17,88;2,063;22;0
8895;11;27;6;43,7727185;-0,0454441666666667;1;-3649,00685111077;4867304,22264042;0,562129258443264;0,183950061860264;527,277244419781;152,86250140588;0,3933;33,06;0,21;17,86;2,0681;22;0
8905;11;27;7;43,7727586666667;-0,0454745;1;-3651,44251115846;4867308,68896997;0,561055018705266;0,179432384808022;526,26960754554;149,108311775466;0,3934;33,07;0,21;17,89;2,0731;22;0
8915;11;27;8;43,7727975;-0,0455066666666667;1;-3654,0253814288;4867313,00703962;0,559915852389698;0,175064672140363;525,201069541537;145,478742548641;0,3934;33,07;0,21;17,99;2,0782;22;0
8925;11;27;9;43,7728378333333;-0,0455358333333333;1;-3656,36736224388;4867317,49190167;0,558882929564701;0,170528249540401;524,232187931689;141,708975368073;0,3935;33,07;0,21;18,13;2,0833;21,9;0
